"EP_PlotID","exploratory","plant_genus","plant_species","inflorescences_qcm","survey","date","LUI","Year"
"AEG14","ALB","Ranunculus","Ranunculus acris",50,1,2009-07-24,0.241739799846035,"2009"
"AEG14","ALB","Ranunculus","Ranunculus acris",60,2,2009-07-29,0.241739799846035,"2009"
"AEG14","ALB","Ranunculus","Ranunculus acris",35,3,2009-08-06,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium pratense",335,1,2009-07-24,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium pratense",405,2,2009-07-29,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium pratense",135,3,2009-08-06,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium pratense",70,4,2009-08-12,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium repens",530,1,2009-07-24,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium repens",270,2,2009-07-29,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium repens",20,3,2009-08-06,0.241739799846035,"2009"
"AEG14","ALB","Trifolium","Trifolium repens",15,4,2009-08-12,0.241739799846035,"2009"
"AEG14","ALB","Vicia","Vicia sativa",16,1,2009-07-24,0.241739799846035,"2009"
"AEG14","ALB","Vicia","Vicia sativa",70,2,2009-07-29,0.241739799846035,"2009"
"AEG14","ALB","Vicia","Vicia sativa",10,3,2009-08-06,0.241739799846035,"2009"
"AEG15","ALB","Achillea","Achillea millefolium agg.",10,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Galium","Galium mollugo agg.",50,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Galium","Galium mollugo agg.",80,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Galium","Galium mollugo agg.",40,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Geranium","Geranium pratense",65,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Geranium","Geranium pratense",20,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Geranium","Geranium pratense",5,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Geranium","Geranium sylvestris",35,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Heracleum","Heracleum sphondylium",510,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Heracleum","Heracleum sphondylium",185,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Heracleum","Heracleum sphondylium",40,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Heracleum","Heracleum sphondylium",15,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Medicago","Medicago x varia",180,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Medicago","Medicago x varia",10,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Medicago","Medicago x varia",20,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Medicago","Medicago x varia",55,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Alchemilla","",20,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Myosotis","",15,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Plantago","Plantago major",90,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Plantago","Plantago major",25,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Plantago","Plantago major",5,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Plantago","Plantago major",10,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Polygonum","Polygonum bistorta",15,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Ranunculus","Ranunculus acris",525,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Ranunculus","Ranunculus acris",160,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Ranunculus","Ranunculus acris",45,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Ranunculus","Ranunculus acris",55,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium pratense",870,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium pratense",420,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium pratense",320,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium pratense",325,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium repens",460,1,2009-07-27,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium repens",160,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium repens",35,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Trifolium","Trifolium repens",75,4,2009-08-14,0.349461123941493,"2009"
"AEG15","ALB","Vicia","Vicia sativa",15,2,2009-07-31,0.349461123941493,"2009"
"AEG15","ALB","Vicia","Vicia sativa",10,3,2009-08-06,0.349461123941493,"2009"
"AEG15","ALB","Vicia","Vicia sativa",10,4,2009-08-14,0.349461123941493,"2009"
"AEG19","ALB","Achillea","Achillea millefolium agg.",5,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Galium","Galium mollugo agg.",515,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Galium","Galium mollugo agg.",520,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Galium","Galium mollugo agg.",360,3,2009-08-07,0.324600949051497,"2009"
"AEG19","ALB","Galium","Galium mollugo agg.",100,4,2009-08-12,0.324600949051497,"2009"
"AEG19","ALB","Geranium","Geranium pratense",5,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Heracleum","Heracleum sphondylium",19,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Heracleum","Heracleum sphondylium",10,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Hypericum","Hypericum perforatum",15,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Hypericum","Hypericum perforatum",15,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Lamium","Lamium album",3,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Minuartia","Minuartia verna",2,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Minuartia","Minuartia verna",1,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Plantago","Plantago media",5,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Ranunculus","Ranunculus acris",80,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Ranunculus","Ranunculus acris",150,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Ranunculus","Ranunculus acris",25,3,2009-08-07,0.324600949051497,"2009"
"AEG19","ALB","Ranunculus","Ranunculus repens",30,4,2009-08-12,0.324600949051497,"2009"
"AEG19","ALB","Rumex","Rumex acetosa",30,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Rumex","Rumex acetosa",30,3,2009-08-07,0.324600949051497,"2009"
"AEG19","ALB","Rumex","Rumex obtusifolius",100,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Rumex","Rumex obtusifolius",60,3,2009-08-07,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium pratense",95,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium pratense",170,2,2009-07-29,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium pratense",170,3,2009-08-07,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium pratense",110,4,2009-08-12,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium repens",5,1,2009-07-25,0.324600949051497,"2009"
"AEG19","ALB","Trifolium","Trifolium repens",10,2,2009-07-29,0.324600949051497,"2009"
"AEG2","ALB","Achillea","Achillea millefolium agg.",40,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Achillea","Achillea millefolium agg.",50,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Bellis","Bellis perennis",60,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Bellis","Bellis perennis",55,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Bellis","Bellis perennis",75,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Bellis","Bellis perennis",110,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Galium","Galium mollugo agg.",20,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Geranium","Geranium pyrenaicum",70,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Geranium","Geranium pyrenaicum",50,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Geranium","Geranium sylvaticum",90,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Geranium","Geranium sylvaticum",55,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Minuartia","Minuartia verna",10,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Alchemilla","",30,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Pimpinella","Pimpinella saxifraga",60,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Pimpinella","Pimpinella saxifraga",70,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Pimpinella","Pimpinella saxifraga",90,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Pimpinella","Pimpinella saxifraga",95,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Plantago","Plantago major",20,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Plantago","Plantago major",60,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Plantago","Plantago major",135,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Plantago","Plantago major",95,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Taraxacum","Taraxacum officinale",5,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium pratense",80,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium pratense",120,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium pratense",95,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium pratense",95,4,2009-08-09,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium repens",155,1,2009-07-28,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium repens",160,2,2009-07-30,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium repens",250,3,2009-08-07,0.364280215550423,"2009"
"AEG2","ALB","Trifolium","Trifolium repens",185,4,2009-08-09,0.364280215550423,"2009"
"AEG21","ALB","Achillea","Achillea millefolium agg.",10,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Galium","Galium mollugo agg.",10,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Heracleum","Heracleum sphondylium",15,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Heracleum","Heracleum sphondylium",20,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Heracleum","Heracleum sphondylium",120,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Minuartia","Minuartia verna",5,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Minuartia","Minuartia verna",10,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Minuartia","Minuartia verna",5,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Alchemilla","",110,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Alchemilla","",25,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Alchemilla","",45,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago major",10,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago major",5,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago media",15,1,2009-07-26,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago media",60,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago media",25,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Plantago","Plantago media",55,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Ranunculus","Ranunculus acris",3,1,2009-07-26,0.52157696173777,"2009"
"AEG21","ALB","Ranunculus","Ranunculus nemorosus",15,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Ranunculus","Ranunculus nemorosus",20,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Ranunculus","Ranunculus repens",10,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Taraxacum","Taraxacum officinale",10,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium pratense",20,1,2009-07-26,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium pratense",55,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium pratense",90,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium pratense",105,4,2009-08-08,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium repens",30,1,2009-07-26,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium repens",125,2,2009-07-30,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium repens",65,3,2009-08-05,0.52157696173777,"2009"
"AEG21","ALB","Trifolium","Trifolium repens",55,4,2009-08-08,0.52157696173777,"2009"
"AEG22","ALB","Campanula","Campanula rotundifolia",4,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Colchicum","Colchicum autumnale",25,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Galium","Galium mollugo agg.",50,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Galium","Galium mollugo agg.",30,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Galium","Galium mollugo agg.",30,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Galium","Galium verum",60,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium pratense",10,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium pratense",10,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium pyrenaicum",5,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium pyrenaicum",10,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium pyrenaicum",20,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Geranium","Geranium sylvaticum",5,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Knautia","Knautia arvensis",13,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Lathyrus","Lathyrus pratensis",10,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Lathyrus","Lathyrus pratensis",30,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Lotus","Lotus corniculatus",120,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Medicago","Medicago lupulina",20,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Pimpinella","Pimpinella saxifraga",40,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Pimpinella","Pimpinella saxifraga",10,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Pimpinella","Pimpinella saxifraga",5,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Pimpinella","Pimpinella saxifraga",15,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Plantago","Plantago major",10,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Plantago","Plantago major",5,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Plantago","Plantago major",10,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Plantago","Plantago major",10,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Plantago","Plantago media",5,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Senecio","Senecio erucifolius",15,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium pratense",155,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium pratense",100,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium pratense",130,3,2009-08-06,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium pratense",60,4,2009-08-12,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium repens",5,1,2009-07-28,0.0833333333333333,"2009"
"AEG22","ALB","Trifolium","Trifolium repens",20,2,2009-07-31,0.0833333333333333,"2009"
"AEG22","ALB","Vicia","Vicia sativa",10,3,2009-08-06,0.0833333333333333,"2009"
"AEG25","ALB","Achillea","Achillea millefolium agg.",25,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Achillea","Achillea millefolium agg.",70,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Achillea","Achillea millefolium agg.",80,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Achillea","Achillea millefolium agg.",110,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Asperula","Asperula cyanchica",485,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Asperula","Asperula cyanchica",810,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Asperula","Asperula cyanchica",410,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Asperula","Asperula cyanchica",530,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Campanula","Campanula rotundifolia",55,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Campanula","Campanula rotundifolia",105,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Campanula","Campanula rotundifolia",165,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Campanula","Campanula rotundifolia",165,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Cirsium","Cirsium acaule",10,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium mollugo agg.",10,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium mollugo agg.",50,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium mollugo agg.",30,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium mollugo agg.",30,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium verum",190,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium verum",175,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium verum",45,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Galium","Galium verum",50,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Geranium","Geranium sanguineum",10,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Hieracium","Hieracium pilosella",10,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Hieracium","Hieracium pilosella",30,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Hieracium","Hieracium pilosella",55,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Hypericum","Hypericum perforatum",45,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Hypericum","Hypericum perforatum",80,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Hypericum","Hypericum perforatum",80,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Hypericum","Hypericum perforatum",75,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Leontodon","Leontodon hispidus",72,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Leontodon","Leontodon hispidus",60,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Leontodon","Leontodon hispidus",80,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Lotus","Lotus corniculatus",120,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Lotus","Lotus corniculatus",120,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Lotus","Lotus corniculatus",120,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Lotus","Lotus corniculatus",130,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Medicago","Medicago lupulina",40,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Medicago","Medicago lupulina",30,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Senecio","",30,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Senecio","",160,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Senecio","",50,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Senecio","",120,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Ononis","Ononis spinosa",10,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Pimpinella","Pimpinella saxifraga",120,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Pimpinella","Pimpinella saxifraga",155,3,2009-08-05,0.0110834433483027,"2009"
"AEG25","ALB","Pimpinella","Pimpinella saxifraga",190,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Plantago","Plantago major",45,2,2009-07-30,0.0110834433483027,"2009"
"AEG25","ALB","Plantago","Plantago major",5,4,2009-08-08,0.0110834433483027,"2009"
"AEG25","ALB","Plantago","Plantago media",40,1,2009-07-26,0.0110834433483027,"2009"
"AEG25","ALB","Plantago","Plantago media",40,2,2009-07-30,0.0110834433483027,"2009"
