"Year","Exploratory","EP_PlotID","isVIP","isMIP","TotalGrazing","TotalMowing","TotalFertilization","Grazing_categorical","Grazing_standardized","Fertilization_standardized","Mowing_standardized","LUI"
"2006","ALB","AEG21",FALSE,"yes",911.945392491467,0,378.4,"normal",0.554655079062219,0.873903002309469,0,0.476186027123896
"2006","ALB","AEG22",FALSE,"yes",15.495867768595,1,0,"low",0.00942475485165432,0,0.25,0.0864749182838848
"2006","ALB","AEG23",FALSE,"no",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","ALB","AEG24",FALSE,"no",132.978723404255,2,81.3,"normal",0.0808791019184519,0.187759815242494,0.5,0.256212972386982
"2006","ALB","AEG25",FALSE,"no",54.6690843155032,0,0,"low",0.0332503300449081,0,0,0.0110834433483027
"2006","ALB","AEG26",FALSE,"yes",50,0,0,"low",0.030410542321338,0,0,0.010136847440446
"2006","ALB","AEG27",FALSE,"no",180.995475113122,0,0,"normal",0.110083411117966,0,0,0.0366944703726552
"2006","HAI","HEG17",FALSE,"no",35.2752538749332,0,0,"low",0.021454792017192,0,0,0.00715159733906399
"2006","HAI","HEG18",FALSE,"no",9.33713471133286,0,0,"low",0.00567894660598044,0,0,0.00189298220199348
"2006","HAI","HEG19",FALSE,"no",35.2752538749332,0,0,"low",0.021454792017192,0,0,0.00715159733906399
"2006","HAI","HEG20",FALSE,"yes",8.88127142411966,0,0,"low",0.00540168561020962,0,0,0.00180056187006987
"2006","HAI","HEG21",FALSE,"yes",32.559880239521,0,0,"low",0.019803272320033,0,0,0.00660109077334434
"2006","HAI","HEG22",FALSE,"no",62.1827411167513,1,0,"low",0.0378202176077554,0,0.25,0.0959400725359185
"2006","HAI","HEG23",FALSE,"no",170.454545454545,1,0,"normal",0.103672303368197,0,0.25,0.117890767789399
"2006","HAI","HEG24",FALSE,"no",237.19298245614,1,0,"normal",0.144263344626137,0,0.25,0.131421114875379
"2006","HAI","HEG25",FALSE,"no",535.031847133758,0,0,"normal",0.325412172610496,0,0,0.108470724203499
"2006","HAI","HEG26",FALSE,"yes",0,1,8.51,NA,0,0.0196535796766744,0.25,0.0898845265588915
"2006","HAI","HEG27",FALSE,"yes",0,1,60,NA,0,0.138568129330254,0.25,0.129522709776751
"2006","HAI","HEG28",FALSE,"yes",93.1343283582089,1,27,"low",0.056645308682134,0.0623556581986143,0.25,0.123000322293583
"2006","HAI","HEG29",FALSE,"no",131.09243697479,1,27,"normal",0.0797318420525837,0.0623556581986143,0.25,0.130695833417066
"2006","HAI","HEG30",FALSE,"yes",47.1512770137525,2,60,"low",0.028677918102637,0.138568129330254,0.5,0.222415349144297
"2006","HAI","HEG31",FALSE,"no",22.1652129297075,2,36,"low",0.0134811229172068,0.0831408775981524,0.5,0.198874000171786
"2006","HAI","HEG32",FALSE,"no",419.492307692308,1,60,"normal",0.255139771531053,0.138568129330254,0.25,0.214569300287103
"2006","HAI","HEG33",FALSE,"yes",172.0823798627,0,27,"normal",0.104662369911424,0.0623556581986143,0,0.0556726760366794
"2006","HAI","HEG34",FALSE,"no",46.3780918727915,1,64.6,"low",0.0282076585136086,0.14919168591224,0.25,0.14246644814195
"2006","ALB","AEG46",FALSE,"yes",357.077205882353,0,0,"normal",0.217178229629408,0,0,0.0723927432098028
"2006","ALB","AEG47",FALSE,"no",225.5859375,0,0,"normal",0.137203813988849,0,0,0.0457346046629497
"2006","ALB","AEG48",FALSE,"no",46.875,0,0,"low",0.0285098834262544,0,0,0.00950329447541813
"2006","ALB","AEG49",FALSE,"yes",67.5675675675676,0,0,"low",0.0410953274612676,0,0,0.0136984424870892
"2006","ALB","AEG50",FALSE,"no",0,2,99,NA,0,0.228637413394919,0.5,0.242879137798306
"2006","HAI","HEG1",TRUE,"yes",0,2,115,NA,0,0.265588914549654,0.5,0.255196304849884
"2006","HAI","HEG2",TRUE,"yes",0,3,100,NA,0,0.23094688221709,0.75,0.326982294072363
"2006","HAI","HEG3",TRUE,"yes",0,3,100,NA,0,0.23094688221709,0.75,0.326982294072363
"2006","HAI","HEG4",TRUE,"yes",174.42799461642,1,27,"normal",0.106088998246175,0.0623556581986143,0.25,0.139481552148263
"2006","HAI","HEG5",TRUE,"yes",46.7836257309942,2,60,"low",0.0284543086047607,0.138568129330254,0.5,0.222340812645005
"2006","HAI","HEG6",TRUE,"yes",46.3780918727915,1,64.6,"low",0.0282076585136086,0.14919168591224,0.25,0.14246644814195
"2006","HAI","HEG7",TRUE,"yes",406.428791141187,0,8.51,"normal",0.247194399072186,0.0196535796766744,0,0.0889493262496202
"2006","HAI","HEG8",TRUE,"yes",406.428791141187,0,8.51,"normal",0.247194399072186,0.0196535796766744,0,0.0889493262496202
"2006","HAI","HEG9",TRUE,"yes",64.2857142857143,0,0,"low",0.0390992686988632,0,0,0.0130330895662877
"2006","HAI","HEG10",FALSE,"yes",0,1,8.51,NA,0,0.0196535796766744,0.25,0.0898845265588915
"2006","HAI","HEG11",FALSE,"yes",0,1,8.51,NA,0,0.0196535796766744,0.25,0.0898845265588915
"2006","HAI","HEG12",FALSE,"no",876.266666666667,1,60,"normal",0.532954891028889,0.138568129330254,0.25,0.307174340119714
"2006","HAI","HEG13",FALSE,"no",58.0812445980985,3,0,"low",0.0353256429385292,0,0.75,0.261775214312843
"2006","HAI","HEG14",FALSE,"no",9.61820851688693,1,60,"low",0.00584989874316487,0.138568129330254,0.25,0.131472676024473
"2006","HAI","HEG15",FALSE,"no",32.601880877743,1,60,"low",0.0198288175637565,0.138568129330254,0.25,0.136132315631337
"2006","HAI","HEG16",FALSE,"no",19.8757763975155,0,0,"low",0.0120886627861219,0,0,0.00402955426204064
"2006","SCH","SEG6",TRUE,"yes",83.689184459223,1,0,"low",0.0509006697167093,0,0.25,0.100300223238903
"2006","SCH","SEG7",TRUE,"yes",122.310305775764,0,0,"normal",0.0743904546025933,0,0,0.0247968182008644
"2006","SCH","SEG8",TRUE,"yes",28,0,0,"low",0.0170299036999493,0,0,0.00567663456664976
"2006","SCH","SEG9",TRUE,"yes",317.289099526066,0,0,"normal",0.192978671784733,0,0,0.0643262239282444
"2006","SCH","SEG10",FALSE,"no",0,2,127,NA,0,0.293302540415704,0.5,0.264434180138568
"2006","SCH","SEG11",FALSE,"no",0,2,127,NA,0,0.293302540415704,0.5,0.264434180138568
"2006","SCH","SEG12",FALSE,"no",0,3,113,NA,0,0.260969976905312,0.75,0.336989992301771
"2006","SCH","SEG13",FALSE,"no",0,2,67,NA,0,0.15473441108545,0.5,0.21824480369515
"2006","SCH","SEG14",FALSE,"no",122.310305775764,0,0,"normal",0.0743904546025933,0,0,0.0247968182008644
"2006","SCH","SEG15",FALSE,"no",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG16",FALSE,"no",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG17",FALSE,"no",83.689184459223,1,0,"low",0.0509006697167093,0,0.25,0.100300223238903
"2006","SCH","SEG18",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG19",FALSE,"no",28,0,0,"low",0.0170299036999493,0,0,0.00567663456664976
"2006","SCH","SEG20",FALSE,"no",263.494736842105,0,0,"normal",0.160260356923733,0,0,0.0534201189745777
"2006","SCH","SEG21",FALSE,"no",303.361445783133,0,0,"normal",0.184507721713005,0,0,0.061502573904335
"2006","SCH","SEG22",FALSE,"yes",107.811107811108,0,0,"normal",0.0655718851360007,0,0,0.0218572950453336
"2006","SCH","SEG23",FALSE,"yes",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","HAI","HEG35",FALSE,"no",446.927374301676,1,64.6,"normal",0.271826076615312,0.14919168591224,0.25,0.223672587509184
"2006","HAI","HEG36",FALSE,"no",50.363196125908,1,60,"low",0.0306314421444954,0.138568129330254,0.25,0.139733190491583
"2006","HAI","HEG37",FALSE,"yes",52.5916561314791,1,60,"low",0.031986815690712,0.138568129330254,0.25,0.140184981673655
"2006","HAI","HEG38",FALSE,"no",251.333333333333,0,0,"normal",0.152863659401926,0,0,0.0509545531339752
"2006","HAI","HEG39",FALSE,"no",280.676818950931,0,0,"normal",0.170710685626516,0,0,0.0569035618755054
"2006","HAI","HEG40",FALSE,"yes",426.833073322933,0,0,"normal",0.259604504808676,0,0,0.0865348349362255
"2006","HAI","HEG41",FALSE,"no",8.88127142411966,0,0,"low",0.00540168561020962,0,0,0.00180056187006987
"2006","HAI","HEG42",FALSE,"yes",35.2752538749332,0,0,"low",0.021454792017192,0,0,0.00715159733906399
"2006","HAI","HEG43",FALSE,"yes",10.4716227018385,0,0,"low",0.00636895450694687,0,0,0.00212298483564896
"2006","HAI","HEG44",FALSE,"yes",5.62010267495272,0,0,"low",0.00341820740493829,0,0,0.00113940246831276
"2006","HAI","HEG45",FALSE,"no",5.1358024691358,0,0,"low",0.00312365076683373,0,0,0.00104121692227791
"2006","HAI","HEG46",FALSE,"no",41.6267942583732,0,0,"low",0.0253178677699178,0,0,0.00843928925663925
"2006","HAI","HEG47",FALSE,"no",121.704545454545,1,0,"normal",0.0740220246048929,0,0.25,0.108007341534964
"2006","HAI","HEG48",FALSE,"yes",119.265033407572,1,0,"normal",0.0725382869179352,0,0.25,0.107512762305978
"2006","HAI","HEG49",FALSE,"no",112.895291637386,1,0,"normal",0.0686641408843705,0,0.25,0.10622138029479
"2006","HAI","HEG50",FALSE,"yes",115.471698113208,1,0,"normal",0.0702311392477696,0,0.25,0.10674371308259
"2006","SCH","SEG1",TRUE,"yes",0,3,113,NA,0,0.260969976905312,0.75,0.336989992301771
"2006","SCH","SEG2",TRUE,"yes",0,2,163,NA,0,0.376443418013857,0.5,0.292147806004619
"2006","SCH","SEG3",TRUE,"yes",0,2,127,NA,0,0.293302540415704,0.5,0.264434180138568
"2006","SCH","SEG4",TRUE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG5",TRUE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG45",FALSE,"no",94.359375,0,0,"low",0.0573903953370501,0,0,0.0191301317790167
"2006","SCH","SEG46",FALSE,"yes",724.251497005988,0,0,"normal",0.44049761601986,0,0,0.146832538673287
"2006","SCH","SEG47",FALSE,"no",128.344895936571,0,0,"normal",0.0780607577921363,0,0,0.0260202525973788
"2006","SCH","SEG48",FALSE,"no",317.289099526066,0,0,"normal",0.192978671784733,0,0,0.0643262239282444
"2006","SCH","SEG49",FALSE,"no",439.202279202279,0,0,"normal",0.26712758998618,0,0,0.0890425299953934
"2006","SCH","SEG50",FALSE,"yes",671.747700394218,0,0,"normal",0.408564237441997,0,0,0.136188079147332
"2007","ALB","AEG1",TRUE,"yes",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG2",TRUE,"yes",0,3,245.35,NA,0,0.566628175519631,0.75,0.438876058506543
"2007","ALB","AEG3",TRUE,"yes",0,3,64.6,NA,0,0.14919168591224,0.75,0.299730561970747
"2007","ALB","AEG4",TRUE,"yes",106.605922551253,1,35,"normal",0.0648388783890032,0.0808314087759815,0.25,0.131890095721662
"2007","ALB","AEG5",TRUE,"yes",123.529411764706,1,50,"normal",0.0751319280880116,0.115473441108545,0.25,0.146868456398852
"2007","ALB","AEG6",TRUE,"yes",687.1875,1,50,"normal",0.417954891028889,0.115473441108545,0.25,0.261142777379145
"2007","ALB","AEG7",TRUE,"yes",30.7692307692308,0,0,"low",0.0187141798900542,0,0,0.00623805996335139
"2007","ALB","AEG8",TRUE,"yes",103.703703703704,1,0,"normal",0.0630737174072197,0,0.25,0.104357905802407
"2007","ALB","AEG9",TRUE,"yes",38.7409200968523,0,0,"low",0.023562647803458,0,0,0.00785421593448601
"2007","ALB","AEG10",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2007","ALB","AEG11",FALSE,"no",0,3,35,NA,0,0.0808314087759815,0.75,0.276943802925327
"2007","ALB","AEG12",FALSE,"no",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2006","SCH","SEG24",FALSE,"no",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","SCH","SEG25",FALSE,"yes",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","SCH","SEG26",FALSE,"no",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","SCH","SEG27",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG28",FALSE,"no",0,2,0,NA,0,0,0.5,0.166666666666667
"2006","SCH","SEG29",FALSE,"no",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG30",FALSE,"no",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG31",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG32",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2006","SCH","SEG33",FALSE,"yes",104.161566707466,1,80,"normal",0.0633521946522853,0.184757505773672,0.25,0.166036566808652
"2006","SCH","SEG34",FALSE,"no",58.6455331412104,1,80,"low",0.0356688493509642,0.184757505773672,0.25,0.156808785041545
"2006","SCH","SEG35",FALSE,"yes",58.6455331412104,1,80,"low",0.0356688493509642,0.184757505773672,0.25,0.156808785041545
"2006","SCH","SEG36",FALSE,"no",147.835365853659,0,0,"normal",0.0899150729976637,0,0,0.0299716909992212
"2006","SCH","SEG37",FALSE,"yes",375.297356828194,0,0,"normal",0.228259923058202,0,0,0.0760866410194006
"2006","SCH","SEG38",FALSE,"yes",1428.61445783133,1,0,"high",0.8688988086151,0,0.25,0.372966269538367
"2006","SCH","SEG39",FALSE,"yes",56.6326530612245,0,0,"low",0.0344445938537604,0,0,0.0114815312845868
"2006","SCH","SEG40",FALSE,"no",318.784596871239,0,0,"normal",0.19388824949087,0,0,0.0646294164969566
"2006","SCH","SEG41",FALSE,"no",1361.94821208385,0,0,"high",0.828351674860931,0,0,0.276117224953644
"2006","SCH","SEG42",FALSE,"yes",517.063129002745,0,0,"normal",0.314483403346829,0,0,0.10482780111561
"2006","SCH","SEG43",FALSE,"yes",274.279835390946,0,0,"normal",0.16681997084092,0,0,0.0556066569469732
"2006","SCH","SEG44",FALSE,"no",414.8,0,0,"normal",0.25228585909782,0,0,0.08409528636594
"2007","ALB","AEG34",FALSE,"no",90.1515151515152,0,0,"low",0.0548311293369579,0,0,0.0182770431123193
"2007","ALB","AEG35",FALSE,"no",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG36",FALSE,"no",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG37",FALSE,"no",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG38",FALSE,"yes",0,2,0,NA,0,0,0.5,0.166666666666667
"2007","ALB","AEG39",FALSE,"yes",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG40",FALSE,"no",0,2,42.57,NA,0,0.0983140877598152,0.5,0.199438029253272
"2007","ALB","AEG41",FALSE,"no",0,2,107.75,NA,0,0.248845265588915,0.5,0.249615088529638
"2007","ALB","AEG42",FALSE,"no",354.330708661417,1,64.6,"normal",0.215507780229954,0.14919168591224,0.25,0.204899822047398
"2007","ALB","AEG43",FALSE,"no",214.285714285714,1,58.14,"normal",0.130330895662877,0.134272517321016,0.25,0.171534470994631
"2007","ALB","AEG44",FALSE,"yes",506.896551724138,0,0,"normal",0.308299980774944,0,0,0.102766660258315
"2007","ALB","AEG45",FALSE,"yes",0,2,0,NA,0,0,0.5,0.166666666666667
"2007","ALB","AEG46",FALSE,"yes",286.764705882353,0,0,"normal",0.174413404490027,0,0,0.0581378014966756
"2007","ALB","AEG47",FALSE,"no",54.6875,0,0,"low",0.0332615306639634,0,0,0.0110871768879878
"2007","ALB","AEG48",FALSE,"no",62.5,0,0,"low",0.0380131779016725,0,0,0.0126710593005575
"2007","ALB","AEG49",FALSE,"yes",91.8918918918919,0,0,"low",0.0558896453473239,0,0,0.0186298817824413
"2007","ALB","AEG50",FALSE,"no",0,2,99,NA,0,0.228637413394919,0.5,0.242879137798306
"2007","HAI","HEG1",TRUE,"yes",44.9330783938815,3,135,"low",0.0273287856425026,0.311778290993072,0.75,0.363035692211858
"2007","ALB","AEG13",FALSE,"no",0,2,35,NA,0,0.0808314087759815,0.5,0.193610469591994
"2007","ALB","AEG14",FALSE,"no",0,2,97.52,NA,0,0.225219399538106,0.5,0.241739799846035
"2007","ALB","AEG15",FALSE,"yes",0,3,129.2,NA,0,0.29838337182448,0.75,0.349461123941493
"2007","ALB","AEG16",FALSE,"no",19.463505926388,2,23.65,"low",0.0118379154139207,0.0546189376443418,0.5,0.188818951019421
"2007","ALB","AEG17",FALSE,"no",0,3,80.75,NA,0,0.1864896073903,0.75,0.312163202463433
"2007","ALB","AEG18",FALSE,"yes",0,3,97.52,NA,0,0.225219399538106,0.75,0.325073133179369
"2007","ALB","AEG19",FALSE,"no",1000.19493177388,1,50,"high",0.608329406045947,0.115473441108545,0.25,0.324600949051497
"2007","ALB","AEG20",FALSE,"yes",316.438356164384,0,50,"normal",0.192461240444633,0.115473441108545,0,0.102644893851059
"2007","ALB","AEG21",FALSE,"yes",1135.8361774744,0,378.4,"high",0.690827882903841,0.873903002309469,0,0.52157696173777
"2007","ALB","AEG22",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2007","ALB","AEG23",FALSE,"no",0,2,0,NA,0,0,0.5,0.166666666666667
"2007","ALB","AEG24",FALSE,"no",132.978723404255,2,0,"normal",0.0808791019184519,0,0.5,0.193626367306151
"2007","ALB","AEG25",FALSE,"no",54.6690843155032,0,0,"low",0.0332503300449081,0,0,0.0110834433483027
"2007","ALB","AEG26",FALSE,"yes",400,0,0,"normal",0.243284338570704,0,0,0.081094779523568
"2007","ALB","AEG27",FALSE,"no",217.194570135747,0,0,"normal",0.132100093341559,0,0,0.0440333644471863
"2007","ALB","AEG28",FALSE,"no",50.796812749004,0,0,"low",0.0308951724778534,0,0,0.0102983908259511
"2007","ALB","AEG29",FALSE,"no",50.3682719546742,1,19.8,"low",0.0306345293186056,0.0457274826789838,0.25,0.10878733733253
"2007","ALB","AEG30",FALSE,"yes",124.087591240876,0,0,"normal",0.075471418899671,0,0,0.0251571396332237
"2007","ALB","AEG31",FALSE,"yes",59.5794392523364,0,0,"low",0.0362368611772953,0,0,0.0120789537257651
"2007","ALB","AEG32",FALSE,"no",35.3675450762829,0,0,"low",0.0215109245268826,0,0,0.00717030817562754
"2007","ALB","AEG33",FALSE,"yes",323.415265200517,0,0,"normal",0.196704672194942,0,0,0.0655682240649805
"2007","HAI","HEG23",FALSE,"no",107.537878787879,1,0,"normal",0.0654057042805142,0,0.25,0.105135234760171
"2007","HAI","HEG24",FALSE,"no",357.142857142857,0,0,"normal",0.217218159438128,0,0,0.0724060531460428
"2007","HAI","HEG25",FALSE,"no",401.273885350318,0,0,"normal",0.244059129457872,0,0,0.0813530431526239
"2007","HAI","HEG26",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2007","HAI","HEG27",FALSE,"yes",0,1,60,NA,0,0.138568129330254,0.25,0.129522709776751
"2007","HAI","HEG28",FALSE,"yes",82.089552238806,1,30,"low",0.0499277560499579,0.069284064665127,0.25,0.123070606905028
"2007","HAI","HEG29",FALSE,"no",52.5059665871122,2,30,"low",0.0319346983804027,0.069284064665127,0.5,0.20040625434851
"2007","HAI","HEG30",FALSE,"yes",0,3,60,NA,0,0.138568129330254,0.75,0.296189376443418
"2007","HAI","HEG31",FALSE,"no",119.142091152815,1,50,"normal",0.0724635121051078,0.115473441108545,0.25,0.145978984404551
"2007","HAI","HEG32",FALSE,"no",103.87811634349,1,50,"normal",0.0631797970664915,0.115473441108545,0.25,0.142884412725012
"2007","HAI","HEG33",FALSE,"yes",118.59986273164,1,27,"normal",0.0721337228981083,0.0623556581986143,0.25,0.128163127032241
"2007","HAI","HEG34",FALSE,"no",9.2756183745583,1,80.75,"low",0.00564153170272171,0.1864896073903,0.25,0.147377046364341
"2007","HAI","HEG35",FALSE,"no",19.5530726256983,1,80.75,"low",0.0118923908519199,0.1864896073903,0.25,0.14946066608074
"2007","HAI","HEG36",FALSE,"no",173.64406779661,1,60,"normal",0.105612205451562,0.138568129330254,0.25,0.164726778260605
"2007","HAI","HEG37",FALSE,"yes",181.327433628319,1,60,"normal",0.110285311887472,0.138568129330254,0.25,0.166284480405909
"2007","HAI","HEG38",FALSE,"no",268.121212121212,0,0,"normal",0.163074229369211,0,0,0.0543580764564037
"2007","HAI","HEG39",FALSE,"no",187.783417935702,0,0,"normal",0.114211911567583,0,0,0.0380706371891944
"2007","HAI","HEG40",FALSE,"yes",54.9442267108833,0,0,"low",0.0334176746340901,0,0,0.01113922487803
"2007","HAI","HEG2",TRUE,"yes",34.7957639939486,3,140,"low",0.0211631610708253,0.323325635103926,0.75,0.364829598724917
"2007","HAI","HEG3",TRUE,"yes",34.7957639939486,3,140,"low",0.0211631610708253,0.323325635103926,0.75,0.364829598724917
"2007","HAI","HEG4",TRUE,"yes",113.833992094862,1,27,"normal",0.0692350686841531,0.0623556581986143,0.25,0.127196908960922
"2007","HAI","HEG5",TRUE,"yes",93.5672514619883,2,80,"low",0.0569086172095214,0.184757505773672,0.5,0.247222040994398
"2007","HAI","HEG6",TRUE,"yes",9.2756183745583,1,80.75,"low",0.00564153170272171,0.1864896073903,0.25,0.147377046364341
"2007","HAI","HEG7",TRUE,"yes",452.460781298062,0,0,"normal",0.275191554768207,0,0,0.0917305182560691
"2007","HAI","HEG8",TRUE,"yes",452.460781298062,0,0,"normal",0.275191554768207,0,0,0.0917305182560691
"2007","HAI","HEG9",TRUE,"yes",71.4285714285714,0,0,"low",0.0434436318876257,0,0,0.0144812106292086
"2007","HAI","HEG10",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2007","HAI","HEG11",FALSE,"yes",0,1,0,NA,0,0,0.25,0.0833333333333333
"2007","HAI","HEG12",FALSE,"no",450,0,50,"normal",0.273694880892042,0.115473441108545,0,0.129722774000196
"2007","HAI","HEG13",FALSE,"no",39.8271391529818,3,0,"low",0.0242232980149914,0,0.75,0.258074432671664
"2007","HAI","HEG14",FALSE,"no",182.114537444934,1,154.6,"normal",0.110764036966001,0.357043879907621,0.25,0.239269305624541
"2007","HAI","HEG15",FALSE,"no",25.8620689655172,2,60,"low",0.0157295908558645,0.138568129330254,0.5,0.218099240062039
"2007","HAI","HEG16",FALSE,"no",113.320754716981,0,0,"normal",0.0689229121441343,0,0,0.0229743040480448
"2007","HAI","HEG17",FALSE,"no",47.9422768572956,0,0,"low",0.0291590127870018,0,0,0.00971967092900061
"2007","HAI","HEG18",FALSE,"no",85.9301496792587,0,0,"low",0.0522636490700001,0,0,0.0174212163566667
"2007","HAI","HEG19",FALSE,"no",47.9422768572956,0,0,"low",0.0291590127870018,0,0,0.00971967092900061
"2007","HAI","HEG20",FALSE,"yes",54.8457463384232,0,0,"low",0.0333577778033997,0,0,0.0111192592677999
"2007","HAI","HEG21",FALSE,"yes",89.2215568862275,0,0,"low",0.0542655186332858,0,0,0.0180885062110953
